DexNum,Name,Type1,Type2,Ability1,Ability2,Ability3,HP,Attack,Defense,Sp.Attack,Sp.Defense,Speed,move1,move2,move3,move4,move5,move6,move7,move8,move9,move10,move11,move12,move13,move14,move15,move16,move17,move18,move19,move20,move21,move22,move23,move24,move25,move26,move27,move28,move29,move30,move31,move32,move33,move34,move35
479,rotom,electric,ghost,levitate,---,---,50,50,77,95,77,91,"['1', 'double-team']","['1', 'astonish']","['5', 'thunder-shock']","['10', 'confuse-ray']","['15', 'charge']","['20', 'electro-ball']","['25', 'thunder-wave']","['30', 'shock-wave']","['35', 'hex']","['40', 'substitute']","['45', 'trick']","['50', 'discharge']","['55', 'uproar']",,,,,,,,,,,,,,,,,,,,,,
480,uxie,psychic,---,levitate,---,---,75,75,130,75,130,95,"['1', 'confusion']","['1', 'rest']","['7', 'swift']","['14', 'endure']","['21', 'psybeam']","['28', 'imprison']","['35', 'extrasensory']","['42', 'amnesia']","['49', 'psychic']","['56', 'yawn']","['63', 'future-sight']","['70', 'flail']","['77', 'memento']","['84', 'mystical-power']",,,,,,,,,,,,,,,,,,,,,
481,mesprit,psychic,---,levitate,---,---,80,105,105,105,105,80,"['1', 'confusion']","['1', 'rest']","['7', 'swift']","['14', 'protect']","['21', 'psybeam']","['28', 'imprison']","['35', 'extrasensory']","['42', 'charm']","['49', 'psychic']","['56', 'flatter']","['63', 'future-sight']","['70', 'copycat']","['77', 'healing-wish']","['84', 'mystical-power']",,,,,,,,,,,,,,,,,,,,,
482,azelf,psychic,---,levitate,---,---,75,125,70,125,70,115,"['1', 'confusion']","['1', 'rest']","['7', 'swift']","['14', 'detect']","['21', 'psybeam']","['28', 'imprison']","['35', 'extrasensory']","['42', 'nasty-plot']","['49', 'psychic']","['56', 'uproar']","['63', 'future-sight']","['70', 'last-resort']","['77', 'explosion']","['84', 'mystical-power']",,,,,,,,,,,,,,,,,,,,,
483,dialga,steel,dragon,pressure,telepathy,---,100,120,120,150,100,90,"['1', 'scary-face']","['1', 'metal-claw']","['8', 'dragon-breath']","['16', 'ancient-power']","['24', 'slash']","['32', 'flash-cannon']","['40', 'dragon-claw']","['48', 'aura-sphere']","['56', 'power-gem']","['64', 'metal-burst']","['72', 'earth-power']","['80', 'iron-tail']","['88', 'roar-of-time']",,,,,,,,,,,,,,,,,,,,,,
484,palkia,water,dragon,pressure,telepathy,---,90,120,100,150,120,100,"['1', 'scary-face']","['1', 'water-pulse']","['8', 'dragon-breath']","['16', 'ancient-power']","['24', 'slash']","['32', 'aqua-ring']","['48', 'aura-sphere']","['56', 'power-gem']","['64', 'aqua-tail']","['72', 'earth-power']","['80', 'spacial-rend']","['88', 'hydro-pump']",,,,,,,,,,,,,,,,,,,,,,,
485,heatran,fire,steel,flash-fire,flame-body,---,91,90,106,130,106,77,"['1', 'leer']","['1', 'fire-spin']","['6', 'metal-claw']","['12', 'ancient-power']","['18', 'fire-fang']","['24', 'scary-face']","['30', 'iron-head']","['36', 'crunch']","['42', 'lava-plume']","['48', 'metal-sound']","['54', 'earth-power']","['60', 'heat-wave']","['66', 'stone-edge']","['72', 'magma-storm']",,,,,,,,,,,,,,,,,,,,,
486,regigigas,normal,---,slow-start,---,---,110,160,110,80,110,100,"['1', 'pound']","['1', 'confuse-ray']","['6', 'payback']","['12', 'facade']","['18', 'stomp']","['24', 'protect']","['30', 'knock-off']","['36', 'mega-punch']","['42', 'body-press']","['48', 'wide-guard']","['54', 'zen-headbutt']","['60', 'heavy-slam']","['66', 'hammer-arm']","['72', 'giga-impact']","['78', 'crush-grip']",,,,,,,,,,,,,,,,,,,,
487,giratina,ghost,dragon,pressure,telepathy,---,150,100,120,100,120,90,"['1', 'shadow-sneak']","['1', 'defog']","['7', 'dragon-breath']","['14', 'ancient-power']","['21', 'hex']","['28', 'slash']","['35', 'scary-face']","['42', 'shadow-claw']","['49', 'pain-split']","['56', 'aura-sphere']","['63', 'dragon-claw']","['70', 'earth-power']","['77', 'shadow-force']","['84', 'destiny-bond']",,,,,,,,,,,,,,,,,,,,,
488,cresselia,psychic,---,levitate,---,---,120,70,110,75,120,85,"['1', 'confusion']","['1', 'double-team']","['6', 'mist']","['12', 'aurora-beam']","['18', 'psybeam']","['24', 'ally-switch']","['30', 'slash']","['36', 'psycho-cut']","['42', 'moonlight']","['48', 'safeguard']","['54', 'psychic']","['60', 'moonblast']","['66', 'future-sight']","['72', 'lunar-dance']","['72', 'lunar-blessing']",,,,,,,,,,,,,,,,,,,,
489,phione,water,---,hydration,---,---,80,80,80,80,80,80,"['1', 'water-gun']","['1', 'bubble']","['1', 'water-sport']","['9', 'charm']","['9', 'charm']","['16', 'supersonic']","['16', 'supersonic']","['24', 'bubble-beam']","['24', 'bubble-beam']","['31', 'acid-armor']","['31', 'acid-armor']","['39', 'whirlpool']","['39', 'whirlpool']","['46', 'water-pulse']","['46', 'water-pulse']","['54', 'aqua-ring']","['54', 'aqua-ring']","['61', 'dive']","['61', 'dive']","['69', 'rain-dance']","['69', 'rain-dance']","['75', 'take-heart']",,,,,,,,,,,,,
490,manaphy,water,---,hydration,---,---,100,100,100,100,100,100,"['1', 'water-gun']","['1', 'tail-glow']","['1', 'heart-swap']","['1', 'bubble']","['1', 'tail-glow']","['1', 'water-sport']","['9', 'charm']","['9', 'charm']","['16', 'supersonic']","['16', 'supersonic']","['24', 'bubble-beam']","['24', 'bubble-beam']","['31', 'acid-armor']","['31', 'acid-armor']","['39', 'whirlpool']","['39', 'whirlpool']","['46', 'water-pulse']","['46', 'water-pulse']","['54', 'aqua-ring']","['54', 'aqua-ring']","['61', 'dive']","['61', 'dive']","['69', 'rain-dance']","['69', 'rain-dance']","['76', 'take-heart']","['76', 'heart-swap']",,,,,,,,,
491,darkrai,dark,---,bad-dreams,---,---,70,90,90,135,90,125,"['1', 'disable']","['1', 'disable']","['1', 'ominous-wind']","['11', 'quick-attack']","['11', 'quick-attack']","['20', 'hypnosis']","['20', 'hypnosis']","['29', 'sucker-punch']","['29', 'feint-attack']","['38', 'night-shade']","['38', 'nightmare']","['47', 'double-team']","['47', 'double-team']","['57', 'haze']","['57', 'haze']","['66', 'dark-void']","['66', 'dark-void']","['75', 'nasty-plot']","['75', 'nasty-plot']","['84', 'dream-eater']","['84', 'dream-eater']","['93', 'dark-pulse']","['93', 'dark-pulse']",,,,,,,,,,,,
492,shaymin,grass,---,natural-cure,---,---,100,100,100,100,100,100,"['1', 'growth']","['1', 'growth']","['10', 'magical-leaf']","['10', 'magical-leaf']","['19', 'leech-seed']","['19', 'leech-seed']","['28', 'synthesis']","['28', 'synthesis']","['37', 'sweet-scent']","['37', 'sweet-scent']","['46', 'play-rough']","['46', 'natural-gift']","['55', 'worry-seed']","['55', 'worry-seed']","['64', 'grassy-terrain']","['64', 'aromatherapy']","['73', 'energy-ball']","['73', 'energy-ball']","['82', 'sweet-kiss']","['82', 'sweet-kiss']","['91', 'healing-wish']","['91', 'healing-wish']","['100', 'seed-flare']","['100', 'seed-flare']",,,,,,,,,,,
493,arceus,normal,---,multitype,---,---,120,120,120,120,120,120,"['1', 'seismic-toss']","['1', 'cosmic-power']","['1', 'seismic-toss']","['1', 'cosmic-power']","['1', 'natural-gift']","['1', 'punishment']","['10', 'gravity']","['10', 'gravity']","['20', 'earth-power']","['20', 'earth-power']","['30', 'hyper-voice']","['30', 'hyper-voice']","['40', 'extreme-speed']","['40', 'extreme-speed']","['50', 'healing-wish']","['50', 'refresh']","['60', 'future-sight']","['60', 'future-sight']","['70', 'recover']","['70', 'recover']","['80', 'hyper-beam']","['80', 'hyper-beam']","['90', 'perish-song']","['90', 'perish-song']","['100', 'judgment']","['100', 'judgment']",,,,,,,,,
494,victini,psychic,fire,victory-star,---,---,100,100,100,100,100,100,"['1', 'confusion']","['1', 'quick-attack']","['1', 'focus-energy']","['1', 'flame-charge']","['1', 'v-create']","['7', 'work-up']","['14', 'incinerate']","['21', 'stored-power']","['28', 'headbutt']","['35', 'endure']","['42', 'zen-headbutt']","['49', 'inferno']","['56', 'reversal']","['63', 'searing-shot']","['70', 'double-edge']","['77', 'flare-blitz']","['84', 'overheat']","['91', 'final-gambit']",,,,,,,,,,,,,,,,,
495,snivy,grass,---,overgrow,contrary,---,45,45,55,45,55,63,"['1', 'tackle']","['1', 'tackle']","['4', 'leer']","['4', 'leer']","['7', 'vine-whip']","['7', 'vine-whip']","['10', 'wrap']","['10', 'wrap']","['13', 'growth']","['13', 'growth']","['16', 'magical-leaf']","['16', 'leaf-tornado']","['19', 'leech-seed']","['19', 'leech-seed']","['22', 'mega-drain']","['22', 'mega-drain']","['25', 'slam']","['25', 'slam']","['28', 'leaf-blade']","['28', 'leaf-blade']","['31', 'coil']","['31', 'coil']","['34', 'giga-drain']","['34', 'giga-drain']","['37', 'gastro-acid']","['37', 'wring-out']","['40', 'leaf-storm']","['40', 'gastro-acid']","['43', 'leaf-storm']",,,,,,
496,servine,grass,---,overgrow,contrary,---,60,60,75,60,75,83,"['1', 'vine-whip']","['1', 'tackle']","['1', 'wrap']","['1', 'leer']","['1', 'vine-whip']","['1', 'tackle']","['1', 'wrap']","['1', 'leer']","['4', 'leer']","['7', 'vine-whip']","['10', 'wrap']","['13', 'growth']","['13', 'growth']","['16', 'magical-leaf']","['16', 'leaf-tornado']","['20', 'leech-seed']","['20', 'leech-seed']","['24', 'mega-drain']","['24', 'mega-drain']","['28', 'slam']","['28', 'slam']","['32', 'leaf-blade']","['32', 'leaf-blade']","['36', 'coil']","['36', 'coil']","['40', 'giga-drain']","['40', 'giga-drain']","['44', 'gastro-acid']","['44', 'wring-out']","['48', 'leaf-storm']","['48', 'gastro-acid']","['52', 'leaf-storm']",,,
497,serperior,grass,---,overgrow,contrary,---,75,75,95,75,95,113,"['1', 'vine-whip']","['1', 'tackle']","['1', 'wrap']","['1', 'leer']","['1', 'vine-whip']","['1', 'tackle']","['1', 'wrap']","['1', 'leer']","['4', 'leer']","['7', 'vine-whip']","['10', 'wrap']","['13', 'growth']","['13', 'growth']","['16', 'magical-leaf']","['16', 'leaf-tornado']","['20', 'leech-seed']","['20', 'leech-seed']","['24', 'mega-drain']","['24', 'mega-drain']","['28', 'slam']","['28', 'slam']","['32', 'leaf-blade']","['32', 'leaf-blade']","['38', 'coil']","['38', 'coil']","['44', 'giga-drain']","['44', 'giga-drain']","['50', 'gastro-acid']","['50', 'wring-out']","['56', 'leaf-storm']","['56', 'gastro-acid']","['62', 'leaf-storm']",,,
498,tepig,fire,---,blaze,thick-fat,---,65,63,45,45,45,45,"['1', 'tackle']","['1', 'tackle']","['3', 'tail-whip']","['3', 'tail-whip']","['7', 'ember']","['7', 'ember']","['9', 'endure']","['9', 'odor-sleuth']","['13', 'defense-curl']","['13', 'defense-curl']","['15', 'flame-charge']","['15', 'flame-charge']","['19', 'smog']","['19', 'smog']","['21', 'rollout']","['21', 'rollout']","['25', 'take-down']","['25', 'take-down']","['27', 'heat-crash']","['27', 'heat-crash']","['31', 'assurance']","['31', 'assurance']","['33', 'flamethrower']","['33', 'flamethrower']","['37', 'head-smash']","['37', 'head-smash']","['39', 'roar']","['39', 'roar']","['43', 'flare-blitz']","['43', 'flare-blitz']",,,,,
499,pignite,fire,fighting,blaze,thick-fat,---,90,93,55,70,55,55,"['0', 'arm-thrust']","['0', 'arm-thrust']","['1', 'tackle']","['1', 'tail-whip']","['1', 'ember']","['1', 'endure']","['1', 'tackle']","['1', 'tail-whip']","['1', 'ember']","['1', 'arm-thrust']","['1', 'odor-sleuth']","['3', 'tail-whip']","['7', 'ember']","['9', 'odor-sleuth']","['13', 'defense-curl']","['13', 'defense-curl']","['15', 'flame-charge']","['15', 'flame-charge']","['20', 'smog']","['20', 'smog']","['23', 'rollout']","['23', 'rollout']","['28', 'take-down']","['28', 'take-down']","['31', 'heat-crash']","['31', 'heat-crash']","['36', 'assurance']","['36', 'assurance']","['39', 'flamethrower']","['39', 'flamethrower']","['44', 'head-smash']","['44', 'head-smash']","['47', 'roar']","['47', 'roar']","['52', 'flare-blitz']"
500,emboar,fire,fighting,blaze,reckless,---,110,123,65,100,65,65,"['1', 'tackle']","['1', 'tail-whip']","['1', 'ember']","['1', 'arm-thrust']","['1', 'tackle']","['1', 'tail-whip']","['1', 'ember']","['1', 'arm-thrust']","['1', 'odor-sleuth']","['1', 'hammer-arm']","['3', 'tail-whip']","['7', 'ember']","['9', 'odor-sleuth']","['13', 'defense-curl']","['13', 'defense-curl']","['15', 'flame-charge']","['15', 'flame-charge']","['20', 'smog']","['20', 'smog']","['23', 'rollout']","['23', 'rollout']","['28', 'take-down']","['28', 'take-down']","['31', 'heat-crash']","['31', 'heat-crash']","['38', 'assurance']","['38', 'assurance']","['43', 'flamethrower']","['43', 'flamethrower']","['50', 'head-smash']","['50', 'head-smash']","['55', 'roar']","['55', 'roar']","['62', 'flare-blitz']","['62', 'flare-blitz']"
501,oshawott,water,---,torrent,shell-armor,---,55,55,45,63,45,45,"['1', 'tackle']","['1', 'tackle']","['5', 'tail-whip']","['5', 'tail-whip']","['7', 'water-gun']","['7', 'water-gun']","['11', 'soak']","['11', 'water-sport']","['13', 'focus-energy']","['13', 'focus-energy']","['17', 'razor-shell']","['17', 'razor-shell']","['19', 'fury-cutter']","['19', 'fury-cutter']","['23', 'water-pulse']","['23', 'water-pulse']","['25', 'aerial-ace']","['25', 'revenge']","['29', 'aqua-jet']","['29', 'aqua-jet']","['31', 'encore']","['31', 'encore']","['35', 'aqua-tail']","['35', 'aqua-tail']","['37', 'retaliate']","['37', 'retaliate']","['41', 'swords-dance']","['41', 'swords-dance']","['43', 'hydro-pump']","['43', 'hydro-pump']",,,,,
502,dewott,water,---,torrent,shell-armor,---,75,75,60,83,60,60,"['1', 'tackle']","['1', 'tail-whip']","['1', 'water-gun']","['1', 'soak']","['1', 'tackle']","['1', 'tail-whip']","['1', 'water-gun']","['1', 'water-sport']","['5', 'tail-whip']","['7', 'water-gun']","['11', 'water-sport']","['13', 'focus-energy']","['13', 'focus-energy']","['18', 'razor-shell']","['18', 'razor-shell']","['21', 'fury-cutter']","['21', 'fury-cutter']","['26', 'water-pulse']","['26', 'water-pulse']","['29', 'aerial-ace']","['29', 'revenge']","['34', 'aqua-jet']","['34', 'aqua-jet']","['37', 'encore']","['37', 'encore']","['42', 'aqua-tail']","['42', 'aqua-tail']","['45', 'retaliate']","['45', 'retaliate']","['50', 'swords-dance']","['50', 'swords-dance']","['53', 'hydro-pump']","['53', 'hydro-pump']",,
503,samurott,water,---,torrent,shell-armor,---,95,100,85,108,70,70,"['0', 'slash']","['0', 'slash']","['1', 'tackle']","['1', 'tail-whip']","['1', 'water-gun']","['1', 'megahorn']","['1', 'soak']","['1', 'tackle']","['1', 'tail-whip']","['1', 'water-gun']","['1', 'slash']","['1', 'megahorn']","['1', 'water-sport']","['5', 'tail-whip']","['7', 'water-gun']","['11', 'water-sport']","['13', 'focus-energy']","['13', 'focus-energy']","['18', 'razor-shell']","['18', 'razor-shell']","['21', 'fury-cutter']","['21', 'fury-cutter']","['25', 'water-pulse']","['25', 'water-pulse']","['29', 'aerial-ace']","['29', 'revenge']","['34', 'aqua-jet']","['34', 'aqua-jet']","['39', 'encore']","['39', 'encore']","['46', 'aqua-tail']","['46', 'aqua-tail']","['51', 'retaliate']","['51', 'retaliate']","['58', 'swords-dance']"
504,patrat,normal,---,run-away,keen-eye,analytic,45,55,39,35,39,42,"['1', 'tackle']","['3', 'leer']","['6', 'bite']","['8', 'bide']","['11', 'detect']","['13', 'sand-attack']","['16', 'crunch']","['18', 'hypnosis']","['21', 'super-fang']","['23', 'after-you']","['26', 'focus-energy']","['28', 'work-up']","['31', 'hyper-fang']","['33', 'nasty-plot']","['36', 'mean-look']","['38', 'baton-pass']","['41', 'slam']",,,,,,,,,,,,,,,,,,
505,watchog,normal,---,illuminate,keen-eye,analytic,60,85,69,60,69,77,"['0', 'confuse-ray']","['1', 'tackle']","['1', 'leer']","['1', 'bite']","['1', 'low-kick']","['1', 'confuse-ray']","['1', 'rototiller']","['3', 'leer']","['6', 'bite']","['8', 'bide']","['11', 'detect']","['13', 'sand-attack']","['16', 'crunch']","['18', 'hypnosis']","['22', 'super-fang']","['25', 'after-you']","['29', 'focus-energy']","['32', 'psych-up']","['36', 'hyper-fang']","['39', 'nasty-plot']","['43', 'mean-look']","['46', 'baton-pass']","['50', 'slam']",,,,,,,,,,,,
506,lillipup,normal,---,vital-spirit,pickup,run-away,45,60,45,25,45,55,"['1', 'tackle']","['1', 'leer']","['4', 'work-up']","['8', 'bite']","['12', 'retaliate']","['17', 'baby-doll-eyes']","['20', 'play-rough']","['24', 'crunch']","['28', 'take-down']","['32', 'helping-hand']","['36', 'reversal']","['40', 'roar']","['44', 'last-resort']","['48', 'giga-impact']",,,,,,,,,,,,,,,,,,,,,
507,herdier,normal,---,intimidate,sand-rush,scrappy,65,80,65,35,65,60,"['1', 'tackle']","['1', 'leer']","['1', 'bite']","['1', 'work-up']","['12', 'retaliate']","['19', 'baby-doll-eyes']","['24', 'play-rough']","['30', 'crunch']","['36', 'take-down']","['42', 'helping-hand']","['48', 'reversal']","['54', 'roar']","['60', 'last-resort']","['66', 'giga-impact']",,,,,,,,,,,,,,,,,,,,,
508,stoutland,normal,---,intimidate,sand-rush,scrappy,85,110,90,45,90,80,"['1', 'tackle']","['1', 'leer']","['1', 'bite']","['1', 'thunder-fang']","['1', 'ice-fang']","['1', 'fire-fang']","['1', 'work-up']","['12', 'retaliate']","['19', 'baby-doll-eyes']","['24', 'play-rough']","['30', 'crunch']","['38', 'take-down']","['46', 'helping-hand']","['54', 'reversal']","['62', 'roar']","['70', 'last-resort']","['78', 'giga-impact']",,,,,,,,,,,,,,,,,,
509,purrloin,dark,---,limber,unburden,prankster,41,50,37,50,37,66,"['1', 'scratch']","['1', 'growl']","['4', 'sand-attack']","['5', 'fake-out']","['12', 'fury-swipes']","['16', 'torment']","['21', 'assurance']","['24', 'hone-claws']","['28', 'sucker-punch']","['32', 'nasty-plot']","['36', 'night-slash']","['40', 'play-rough']",,,,,,,,,,,,,,,,,,,,,,,
510,liepard,dark,---,limber,unburden,prankster,64,88,50,88,50,106,"['1', 'scratch']","['1', 'sand-attack']","['1', 'growl']","['1', 'fake-out']","['12', 'fury-swipes']","['16', 'torment']","['23', 'assurance']","['28', 'hone-claws']","['34', 'sucker-punch']","['40', 'nasty-plot']","['46', 'night-slash']","['52', 'play-rough']",,,,,,,,,,,,,,,,,,,,,,,
511,pansage,grass,---,gluttony,overgrow,---,50,53,48,53,48,64,"['1', 'scratch']","['1', 'play-nice']","['4', 'leer']","['7', 'lick']","['10', 'vine-whip']","['13', 'fury-swipes']","['16', 'leech-seed']","['19', 'bite']","['22', 'seed-bomb']","['25', 'torment']","['28', 'fling']","['31', 'acrobatics']","['34', 'grass-knot']","['37', 'recycle']","['40', 'natural-gift']","['43', 'crunch']",,,,,,,,,,,,,,,,,,,
512,simisage,grass,---,gluttony,overgrow,---,75,98,63,98,63,101,"['1', 'leer']","['1', 'lick']","['1', 'fury-swipes']","['1', 'seed-bomb']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,pansear,fire,---,gluttony,blaze,---,50,53,48,53,48,64,"['1', 'scratch']","['1', 'play-nice']","['4', 'leer']","['7', 'lick']","['10', 'incinerate']","['13', 'fury-swipes']","['16', 'yawn']","['19', 'bite']","['22', 'flame-burst']","['25', 'amnesia']","['28', 'fling']","['31', 'acrobatics']","['34', 'fire-blast']","['37', 'recycle']","['40', 'natural-gift']","['43', 'crunch']",,,,,,,,,,,,,,,,,,,
514,simisear,fire,---,gluttony,blaze,---,75,98,63,98,63,101,"['1', 'leer']","['1', 'lick']","['1', 'fury-swipes']","['1', 'flame-burst']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,panpour,water,---,gluttony,torrent,---,50,53,48,53,48,64,"['1', 'scratch']","['1', 'play-nice']","['4', 'leer']","['7', 'lick']","['10', 'water-gun']","['13', 'fury-swipes']","['16', 'water-sport']","['19', 'bite']","['22', 'scald']","['25', 'taunt']","['28', 'fling']","['31', 'acrobatics']","['34', 'brine']","['37', 'recycle']","['40', 'natural-gift']","['43', 'crunch']",,,,,,,,,,,,,,,,,,,
516,simipour,water,---,gluttony,torrent,---,75,98,63,98,63,101,"['1', 'leer']","['1', 'lick']","['1', 'fury-swipes']","['1', 'scald']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,munna,psychic,---,forewarn,synchronize,telepathy,76,25,45,67,55,24,"['1', 'defense-curl']","['1', 'stored-power']","['4', 'hypnosis']","['8', 'psybeam']","['12', 'imprison']","['16', 'moonlight']","['20', 'magic-coat']","['24', 'zen-headbutt']","['28', 'calm-mind']","['32', 'yawn']","['36', 'psychic']","['40', 'moonblast']","['44', 'dream-eater']","['48', 'future-sight']","['52', 'wonder-room']",,,,,,,,,,,,,,,,,,,,
518,musharna,psychic,---,forewarn,synchronize,telepathy,116,55,85,107,95,29,"['1', 'psybeam']","['1', 'psychic']","['1', 'hypnosis']","['1', 'defense-curl']","['1', 'dream-eater']","['1', 'moonlight']","['1', 'future-sight']","['1', 'magic-coat']","['1', 'yawn']","['1', 'imprison']","['1', 'calm-mind']","['1', 'zen-headbutt']","['1', 'wonder-room']","['1', 'stored-power']","['1', 'moonblast']","['1', 'psychic-terrain']",,,,,,,,,,,,,,,,,,,
